"Incident_ID","Reliability","Date","Quarter","Full_Location","School","City","State","School_Level","Location","Location_Type","During_School","Time_Period","Situation","Bullied","Domestic_Violence","Gang_Related","Preplanned","Shots_Fired","lon","lat"
"20190426GACRF","3",2019-04-26,"Spring","Creekside High School Fairburn GA","Creekside High School","Fairburn","GA","High","School Bus","School Bus","No","Dismissal","Escalation of Dispute","No",NA,"No","No",NA,-84.6279637,33.5582841
"20190403COAUA","4",2019-04-03,"Spring","Aurora West College Preparatory Academy Aurora CO","Aurora West College Preparatory Academy","Aurora","CO","Unknown","Office","Inside School Building","No","After School","Escalation of Dispute","No","No","No","No","0",-104.8705949,39.7359811
"20190401ARPRP","4",2019-04-01,"Spring","Prescott _x000d_
High School Prescott AR","Prescott _x000d_
High School","Prescott","AR","High","Hallway","Inside School Building","Yes","Morning Classes","Escalation of Dispute",NA,NA,"No","No","<10",-112.4685025,34.5400242
"20190327MSSVH","3",2019-03-27,"Spring","S V Marshall Elementary Holmes County MS","S V Marshall Elementary","Holmes County","MS","Elementary","School Bus","School Bus","Yes","Dismissal","Unknown","No","No","No","No","2",-90.1837158,33.1671218
"20190217COEAA","4",2019-02-17,"Winter","Eaglecrest High School Aurora CO","Eaglecrest High School","Aurora","CO","High","Field (General)","Outside on School Property","No","Not a School Day","Escalation of Dispute","No","No","No","No","<10",-104.7350416,39.6237381
"20190212MOCEK","5",2019-02-12,"Winter","Central Academy of Excellence Kansas City MO","Central Academy of Excellence","Kansas City","MO","High","Beside Building","Outside on School Property","No","Sport Event","Escalation of Dispute","No","No","No","No",NA,-94.541744,39.066763
"20190208MDFRB","4",2019-02-08,"Winter","Frederick Douglass High School Baltimore MD","Frederick Douglass High School","Baltimore","MD","High","Entryway","Inside School Building","Yes","Afternoon Classes","Escalation of Dispute","No","No","No","No","6",-76.654405,39.3151677
"20190205MNMIM","3",2019-02-05,"Winter","Minneapolis School District Bus Minneapolis MN","Minneapolis School District Bus","Minneapolis","MN",NA,"School Bus","School Bus","Yes","Dismissal","Escalation of Dispute","No","No","No","No","<10",-93.2806134,44.9716692
"20190131TXATA","4",2019-01-31,"Winter","Atascocita High School Atascocita TX","Atascocita High School","Atascocita","TX","High","Parking Lot","Outside on School Property","No","Evening","Illegal Activity","No","No","No","No","<10",-95.1714718,29.9794915
"20190131TNMAM","4",2019-01-31,"Winter","Manassas High School Memphis TN","Manassas High School","Memphis","TN","High","Outside on School Property","Outside on School Property","No","School Event","Unknown","No","No","No","No",NA,-90.0322099,35.1707184
"20190130GAMIL","3",2019-01-30,"Winter","Miller Grove High School Lithonia GA","Miller Grove High School","Lithonia","GA","High","Parking Lot","Outside on School Property","No","Evening","Illegal Activity","No","No","No","No","1",-84.1490931,33.7099216
"20190125ALDAM","3",2019-01-25,"Winter","Davidson High School Mobile AL","Davidson High School","Mobile","AL","High","Parking Lot","Outside on School Property","No","Sport Event","Escalation of Dispute","No","No","No","No","<10",-88.1464483,30.6623935
"20190118ALCET","3",2019-01-18,"Winter","Central High School Tuscaloosa AL","Central High School","Tuscaloosa","AL","High","Parking Lot","Outside on School Property","Yes","Afternoon Classes","Domestic w/ Targeted Victim","No","Yes","No","No","1",-87.5496623,33.1985941
"20190111ORCAE","3",2019-01-11,"Winter","Cascade Middle School Eugene OR","Cascade Middle School","Eugene","OR","Middle","Front of School","Outside on School Property","Yes","Morning Classes","Domestic w/ Targeted Victim","No","No","No","No",NA,-123.1668485,44.07868
"20190107CACEB","4",2019-01-07,"Winter","Central Elementary School Belmont CA","Central Elementary School","Belmont","CA","Elementary","Parking Lot","Off School Property","No","Night","Escalation of Dispute","No","No","No","No",NA,-122.2824324,37.5241581
"20181218DEAIG","3",2018-12-18,"Winter","A I du Pont High School Greenville DE","A I du Pont High School","Greenville","DE","High","Parking Lot","Outside on School Property","No","Sport Event","Escalation of Dispute","No","No","No","No",NA,-75.6014889,39.7774968
"20181213INDER","4",2018-12-13,"Winter","Dennis Intermediate School Richmond IN","Dennis Intermediate School","Richmond","IN","Middle","Hallway","Inside School Building","Yes","Morning Classes","Indiscriminate Shooting","Yes","No","No","Yes",NA,-84.911924,39.831731
"20181211KYCAC","3",2018-12-11,"Winter","Cawood Elementary School Cawood KY","Cawood Elementary School","Cawood","KY","Elementary","Parking Lot","Outside on School Property","No","Evening","Unknown","No","No","No","No",NA,-83.2299226,36.7846137
"20181124OHAFC","3",2018-11-24,"Fall","Africentric Early College High School Columbus OH","Africentric Early College High School","Columbus","OH","K-12","Outside on School Property","Outside on School Property","No","Not a School Day","Escalation of Dispute","No","No","No","No",NA,-82.9160344,39.9793414
"20181122WAMOD","3",2018-11-22,"Fall","Mount Rainier High School Des Moines WA","Mount Rainier High School","Des Moines","WA","High","Football Field/Track","Outside on School Property","No","Sport Event","Escalation of Dispute","No","No","No","No","<10",-122.3077305,47.3997827
"20181105SCACC","2",2018-11-05,"Fall","Academy of Hope Conway SC","Academy of Hope","Conway","SC","K-8","Classroom","Inside School Building","Yes","Morning Classes","Unknown",NA,"No","No","No","1",-79.0586341,33.8339809
"20181029NCBUM","5",2018-10-29,"Fall","Butler High School Matthews NC","Butler High School","Matthews","NC","High","Hallway","Inside School Building","Yes","Morning Classes","Escalation of Dispute","Yes","No","No","No",NA,-80.6900697,35.1203339
"20181023NHGOM","2",2018-10-23,"Fall","Gossler Park Elementary School Manchester NH","Gossler Park Elementary School","Manchester","NH","Elementary","Playground","Outside on School Property","Yes","Afternoon Classes","Indiscriminate Shooting",NA,"No","No","No","<10",-71.4796472,42.9894476
"20181022CTDUB","3",2018-10-22,"Fall","Dunbar Elementary School Bridgeport CT","Dunbar Elementary School","Bridgeport","CT","Elementary","Off School Property","Off School Property","No","Before School","Escalation of Dispute","No","Yes","No","No","<10",-73.1649171,41.1779445
"20181007VAVAH","3",2018-10-07,"Fall","Varina High School Henrico VA","Varina High School","Henrico","VA","High","Gym","Outside on School Property","No","Sport Event","Escalation of Dispute","No","No","No","No",NA,-77.3768618,37.472738
"20181005VALAN","2",2018-10-05,"Fall","Lake Taylor High School Norfolk VA","Lake Taylor High School","Norfolk","VA","High","Parking Lot","Outside on School Property","No","Sport Event","Escalation of Dispute","No","No","No","No","<10",-76.1981392,36.8705817
"20181005TNHAB","3",2018-10-05,"Fall","Haywood High School Brownsville TN","Haywood High School","Brownsville","TN","High","Parking Lot","Outside on School Property","No","Sport Event","Escalation of Dispute","No","No","No","No","4",-89.247625,35.60116
"20180927TXHEC","3",2018-09-27,"Fall","Hebron High School Carrollton TX","Hebron High School","Carrollton","TX","High","Parking Lot","Outside on School Property","No","Sport Event","Escalation of Dispute","No","No","No","No","1",-96.8587066,33.0354262
"20180911NVCAL","4",2018-09-11,"Fall","Canyon Springs High School Las Vegas NV","Canyon Springs High School","Las Vegas","NV","High","Field (General)","Outside on School Property","No","After School","Escalation of Dispute","No","No","No","No","<5",-115.136111,36.233333
"20180903NYLUN","3",2018-09-03,"Fall","Luisa Pineiro Fuentes School of Science and Discovery New York NY","Luisa Pineiro Fuentes School of Science and Discovery","New York","NY","Elementary","Field (General)","Outside on School Property","No","Evening","Escalation of Dispute","No","No","No","No","<5",-73.9018757,40.8691591
"20180831IANOE","3",2018-08-31,"Summer","North Scott Junior High School Eldridge IA","North Scott Junior High School","Eldridge","IA","Junior High","Classroom","Inside School Building","Yes","Morning Classes","Hostage/Standoff",NA,NA,"No","No","0",-90.5891055,41.6507723
"20180830NCVIC","4",2018-08-30,"Summer","Villa Heights Elementary School Charlotte NC","Villa Heights Elementary School","Charlotte","NC","Elementary","Parking Lot","Outside on School Property","Yes","School Start","Domestic w/ Targeted Victim","No","Yes","No","No","<10",-80.8126726,35.2367612
"20180829DETOD","3",2018-08-29,"Summer","Towne Point Elementary School Dover DE","Towne Point Elementary School","Dover","DE","Elementary","Parking Lot","Outside on School Property","No","Evening","Domestic w/ Targeted Victim","No","Yes","No","No",NA,-75.5217558,39.1781352
"20180817FLPAW","3",2018-08-17,"Summer","Palm Beach Central High School Wellington FL","Palm Beach Central High School","Wellington","FL","High","Football Field/Track","Outside on School Property","No","Sport Event","Escalation of Dispute","No","No","No","No","4",-80.1795212,26.6528034
"20180811TNANN","4",2018-08-11,"Summer","Antioch High School Nashville TN","Antioch High School","Nashville","TN","High","Football Field/Track","Outside on School Property","No","Sport Event","Escalation of Dispute","No","No","No","No","<10",-86.5988912,36.0465371
"20180717WVHUH","2",2018-07-17,"Summer","Hurricane High School Hurricane WV","Hurricane High School","Hurricane","WV","High","Parking Lot","Outside on School Property","No","After School","Escalation of Dispute","No","No","No","No","1",-82.0057994,38.4377203
"20180711OHMIM","3",2018-07-11,"Summer","Milkovich Middle School Maple Heights OH","Milkovich Middle School","Maple Heights","OH","Middle","Parking Lot","Outside on School Property","No","Not a School Day","Escalation of Dispute",NA,NA,"No",NA,NA,-81.5401014,41.4149358
"20180703KSSUO","2",2018-07-03,"Summer","Sunrise Point Elementary School Overland KS","Sunrise Point Elementary School","Overland","KS","Elementary","Beside Building","Outside on School Property","No","Not a School Day","Escalation of Dispute","No","No","No","No",NA,-94.6378824,38.8435107
"20180625OHFUS","2",2018-06-25,"Summer","Fulton Elementary School Springfield OH","Fulton Elementary School","Springfield","OH","Elementary","Parking Lot","Outside on School Property","No","After School","Illegal Activity","No","No","No","No","0",-83.8245752,39.9179726
"20180624MTSEM","3",2018-06-24,"Summer","Sentinel High School Missoula MT","Sentinel High School","Missoula","MT","High","Field (General)","Outside on School Property","No","Sport Event","Illegal Activity","No","No","No","No","4",-114.0094876,46.8481049
"20180615OHVAB","2",2018-06-15,"Summer","Valley Elementary School Beaver Creek OH","Valley Elementary School","Beaver Creek","OH","Elementary","Basketball Court","Outside on School Property","No","Night","Domestic w/ Targeted Victim","No","Yes","No","No","1",-84.0707338,39.7178653
"20180525INNON","4",2018-05-25,"Spring","Noblesville West Middle School Noblesville IN","Noblesville West Middle School","Noblesville","IN","Middle","Classroom","Inside School Building","Yes","Morning Classes","Indiscriminate Shooting","No","No","No","No","10",-86.031188,40.077283
"20180521GABEG","2",2018-05-21,"Spring","Beaverbrook Elementary School Griffin GA","Beaverbrook Elementary School","Griffin","GA","High","Parking Lot","Outside on School Property","Yes","Afternoon Classes","Unknown","No","No","No","No","1",-84.295559,33.321488
"20180518TXSAS","5",2018-05-18,"Spring","Santa Fe High School Santa Fe TX","Santa Fe High School","Santa Fe","TX","High","Classroom","Inside School Building","Yes","Morning Classes","Indiscriminate Shooting","Yes","No","No","Yes",NA,-95.1419934,29.3926941
"20180518GAMOA","2",2018-05-18,"Spring","Mount Zion High School Atlanta GA","Mount Zion High School","Atlanta","GA","High","Parking Lot","Outside on School Property","No","School Event","Escalation of Dispute","No","No","No","No",NA,-84.3106203,33.5546937
"20180517MOCEK","2",2018-05-17,"Spring","Central High School Kansas City MO","Central High School","Kansas City","MO","High","Off School Property","Off School Property","No","School Event","Escalation of Dispute","No","No","No","No","<10",-94.541744,39.066763
"20180516ILDID","5",2018-05-16,"Spring","Dixon High School Dixon IL","Dixon High School","Dixon","IL","High","Gym","Inside School Building","Yes","Morning Classes","Anger Over Grade/Suspension/Discipline","Yes","No","No",NA,NA,-89.4882965,41.84646
"20180511CAHIP","2",2018-05-11,"Spring","Highland High School Palmdale CA","Highland High School","Palmdale","CA","High","Bathroom","Outside on School Property","No","Before School","Escalation of Dispute",NA,"No","No","No","10",-118.1755487,34.5922192
"20180503SDENW","3",2018-05-03,"Spring","Enemy Swim Day School Waubay SD","Enemy Swim Day School","Waubay","SD","K-8","Field (General)","Outside on School Property","No","Evening","Unknown",NA,NA,"No","No",NA,-97.2933301,45.4253628
"20180423GABEA","2",2018-04-23,"Spring","Benjamin E. Mays High School Atlanta GA","Benjamin E. Mays High School","Atlanta","GA","High","Parking Lot","Outside on School Property","Yes","Lunch","Escalation of Dispute","No","Yes","No","No","1",-84.5038407,33.73413
"20180420FLFOO","5",2018-04-20,"Spring","Forest High School Ocala FL","Forest High School","Ocala","FL","High","Classroom","Inside School Building","Yes","Morning Classes","Indiscriminate Shooting","No","No","No","Yes",NA,-82.0674687,29.1428492
"20180412MORAR","2",2018-04-12,"Spring","Rayton South Middle School Rayton MO","Rayton South Middle School","Rayton","MO","Middle","Parking Lot","Outside on School Property","No","Sport Event","Escalation of Dispute","No","No","No","No",NA,-94.4900317,38.9727977
"20180409NYGLG","2",2018-04-09,"Spring","Gloversville Middle School Gloversville NY","Gloversville Middle School","Gloversville","NY","Middle","Hallway","Inside School Building","Yes","Morning Classes","Escalation of Dispute","No","No","No","No",NA,-74.3640392,43.0529635
"20180329KYJOE","4",2018-03-29,"Spring","John Hardin High School Elizabethtown KY","John Hardin High School","Elizabethtown","KY","High","Beside Building","Outside on School Property","Yes","Afternoon Classes","Domestic w/ Targeted Victim","No","Yes","No","No",NA,-85.9041786,37.7554267
"20180328MSEUE","2",2018-03-28,"Spring","Eupora High School Eupora MS","Eupora High School","Eupora","MS","High","Field (General)","Outside on School Property","No","After School","Illegal Activity",NA,"No","No","No","6",-89.2742085,33.5432173
"20180320MDGRG","4",2018-03-20,"Spring","Great Mills High School Great Mills MD","Great Mills High School","Great Mills","MD","High","Hallway","Inside School Building","Yes","School Start","Murder/Suicide","No","Yes","No","No",NA,-76.4874175,38.2474355
"20180228GADAD","2",2018-02-28,"Winter","Dalton High School Dalton GA","Dalton High School","Dalton","GA","High","Classroom","Inside School Building","Yes","Morning Classes","Psychosis","No","No","No","No","1",-84.9860094,34.7794315
"20180220OHJAM","4",2018-02-20,"Winter","Jackson Memorial Middle School Massillon OH","Jackson Memorial Middle School","Massillon","OH","Middle","Bathroom","Inside School Building","Yes","School Start","Indiscriminate Shooting",NA,"No","No","Yes","1",-81.4864226,40.8671021
"20180214FLMAP","4",2018-02-14,"Winter","Marjory Stoneman Douglas High School Parkland FL","Marjory Stoneman Douglas High School","Parkland","FL","High","Hallway","Inside School Building","Yes","Afternoon Classes","Indiscriminate Shooting","No","No","No","Yes",NA,-80.2675814,26.3042962
"20180205MDOXO","4",2018-02-05,"Winter","Oxon Hill High School Oxon Hill MD","Oxon Hill High School","Oxon Hill","MD","High","Parking Lot","Outside on School Property","No","Evening","Illegal Activity",NA,"No","No","No","1",-76.9935996,38.7971901
"20180125ALMUM","2",2018-01-25,"Winter","Murphy High School Mobile AL","Murphy High School","Mobile","AL","High","Beside Building","Outside on School Property","Yes","Morning Classes","Escalation of Dispute",NA,"No","No","No",NA,-88.0866304,30.682838
"20180123KYMAB","4",2018-01-23,"Winter","Marshall County High School Benton KY","Marshall County High School","Benton","KY","High","Hallway","Inside School Building","Yes","Morning Classes","Indiscriminate Shooting",NA,"No","No","Yes",NA,-88.3328532,36.9127601
